,idf_weights
director/editor,7.908255154023788
director/executive,7.908255154023788
director/producer,7.908255154023788
director/screenwriter,7.502790045915623
director/writer,6.1164956847957335
director/writer/cinematographer/editor,7.908255154023788
directoral,7.215107973463843
directorate,7.908255154023788
directorial,4.7095820364731065
directors,4.090542828066884
directorship,7.908255154023788
directs,4.9904844219395095
dirk,7.215107973463843
dirt,5.605670061029742
dirt-poor,7.908255154023788
dirtied,7.908255154023788
dirtier,7.908255154023788
dirtiness,7.908255154023788
dirty,4.669576701859407
dirty-tricks,7.908255154023788
dis,7.908255154023788
dis-organized,7.908255154023788
disability,7.502790045915623
disable,7.908255154023788
disabled,6.991964422149633
disadvantage,7.502790045915623
disadvantageous,7.908255154023788
disaffected,6.991964422149633
disaffirm,7.908255154023788
disagree,6.1164956847957335
disagreeable,7.908255154023788
disagreed,7.908255154023788
disagreement,7.502790045915623
disagrees,6.991964422149633
disallows,7.215107973463843
disappear,5.423348504235788
disappearance,6.809642865355678
disappearances,7.215107973463843
disappeared,5.656963355417293
disappearing,6.65549218552842
disappears,4.963816174857348
disappoint,5.768188990527517
disappointed,4.507057772361633
disappointing,4.206953179911295
disappointingly,6.404177757247514
disappointment,4.474267949538642
disappointments,6.2988172415896875
disappoints,6.521960792903897
disapprobation,7.908255154023788
disapproval,7.502790045915623
disapproved,7.908255154023788
disapproves,6.65549218552842
disapproving,7.908255154023788
disarm,7.215107973463843
disarming,6.65549218552842
disarmingly,7.215107973463843
disarray,7.908255154023788
disassociates,7.908255154023788
disaster,4.1240655201055265
disaster-movie,7.908255154023788
disaster-slash-action,7.908255154023788
disaster_,7.908255154023788
disasterous,7.502790045915623
disasterously,7.502790045915623
disasters,6.1164956847957335
disastorous,7.908255154023788
disastrous,5.828813612343952
disastrously,6.404177757247514
disatisfaction,7.908255154023788
disbanded,7.908255154023788
disbelief,4.840202218890171
disbeliefs,7.908255154023788
disbelieved,7.908255154023788
disbelieving,7.908255154023788
disburse,7.908255154023788
disc,5.768188990527517
discard,7.502790045915623
discarded,6.809642865355678
discarding,7.502790045915623
discards,7.502790045915623
discarged,7.908255154023788
discern,7.502790045915623
discernable,6.991964422149633
discerned,7.908255154023788
discernible,6.521960792903897
discerning,6.991964422149633
discharge,7.908255154023788
discharging,7.908255154023788
disciple,6.991964422149633
disciples,7.502790045915623
discipline,6.65549218552842
disciplined,6.991964422149633
disclaimer,6.991964422149633
disclaiming,7.908255154023788
disclose,7.908255154023788
disclosed,6.991964422149633
discloses,7.908255154023788
disclosing,7.908255154023788
disclosure,7.502790045915623
disco,5.423348504235788
disco-,7.908255154023788
disco-era,7.908255154023788
disco-themed,7.908255154023788
discombobulated,7.908255154023788
discomfort,6.2988172415896875
disconcerted,7.502790045915623
disconcerting,6.404177757247514
disconcertingly,7.908255154023788
disconnect,7.502790045915623
disconnected,7.908255154023788
disconnecting,7.908255154023788
disconnects,7.908255154023788
discontented,7.908255154023788
discontents,7.908255154023788
discord,7.215107973463843
discordant,7.908255154023788
discotheque,7.502790045915623
discount,6.2988172415896875
discounted,7.502790045915623
discourage,7.215107973463843
discouraged,7.502790045915623
discouraging,6.991964422149633
discouragingly,7.908255154023788
discourse,7.502790045915623
discourteous,7.908255154023788
discover,3.996232148595642
discovered,4.558351066749184
discoverer,7.908255154023788
discoverers,7.908255154023788
discoveries,6.991964422149633
discovering,5.200204952921578
discovers,3.957011435442361
discovery,5.200204952921578
discredit,7.215107973463843
discredited,7.908255154023788
discreet,7.908255154023788
discreetly,7.908255154023788
discrepancies,7.908255154023788
discretion,7.908255154023788
discrimination,6.991964422149633
discs,7.908255154023788
discuss,5.269197824408529
discussed,6.1164956847957335
discusses,7.502790045915623
discussing,5.423348504235788
discussion,5.269197824408529
discussions,6.404177757247514
disdain,6.809642865355678
disdainful,7.502790045915623
disdains,7.908255154023788
disease,5.305565468579404
diseased,7.908255154023788
diseases,7.502790045915623
disection,7.908255154023788
disembodied,6.991964422149633
disemboweling,7.908255154023788
disembowelments,7.215107973463843
disenchanted,7.215107973463843
disenfranchised,7.215107973463843
disengaged,7.502790045915623
disengaging,7.908255154023788
disfigured,6.809642865355678
disfiguring,7.908255154023788
disgrace,6.991964422149633
disgraced,6.991964422149633
disgraceful,7.908255154023788
disgruntled,6.65549218552842
disguise,5.423348504235788
disguised,6.1164956847957335
disguises,5.9623450049684745
disguising,7.215107973463843
disgust,6.1164956847957335
disgusted,6.1164956847957335
disgustedly,7.908255154023788
disgusting,5.556879896860311
disgusting-for-disgustingness'-sake,7.908255154023788
disgustingly,6.65549218552842
dish,6.2988172415896875
dish-molded,7.908255154023788
disheartened,7.908255154023788
disheartening,6.809642865355678
dishearteningly,7.908255154023788
dished,7.502790045915623
dishes,6.65549218552842
disheveled,7.908255154023788
dishing,7.908255154023788
dishonest,7.908255154023788
dishonor,7.908255154023788
dishonourable,7.908255154023788
dishwasher,7.215107973463843
disillusioned,6.203507061785363
disillusionment,7.215107973463843
disilusioned,7.908255154023788
disingenuous,7.502790045915623
disintegrate,7.215107973463843
disintegrated,7.502790045915623
disintegrating,7.908255154023788
disintegration,7.502790045915623
disinterest,7.215107973463843
disinterested,7.215107973463843
disintigrated,7.908255154023788
disinvited,7.908255154023788
disjointed,6.036452977122197
disjointedness,7.908255154023788
disjointment,7.908255154023788
disk,6.809642865355678
dislikable,7.502790045915623
dislike,5.9623450049684745
disliked,6.1164956847957335
dislikes,6.991964422149633
disliking,6.991964422149633
dislocation,7.908255154023788
disloyal,7.908255154023788
dismal,5.465908118654584
dismally,7.908255154023788
dismantling,7.908255154023788
dismay,6.203507061785363
dismayed,6.809642865355678
dismaying,7.908255154023788
dismayingly,7.502790045915623
dismays,7.908255154023788
dismember,7.908255154023788
dismembered,7.908255154023788
dismembering,7.908255154023788
dismemberment,7.908255154023788
dismemberments,7.908255154023788
dismiss,5.893352133481524
dismissed,6.203507061785363
dismisses,7.502790045915623
dismissing,6.991964422149633
dismissive,7.502790045915623
disney,4.090542828066884
disney-animation,7.908255154023788
disney-cute,7.908255154023788
disney-esque,7.502790045915623
disney-ized,7.502790045915623
disney-made,7.908255154023788
disneyfied,6.991964422149633
disneyland,7.215107973463843
disobedience,7.502790045915623
disobey,7.502790045915623
disobeying,7.908255154023788
disobeys,7.502790045915623
disorder,6.036452977122197
disorders,7.908255154023788
disoreitating,7.908255154023788
disorganised,7.502790045915623
disorganization,7.908255154023788
disorientation,7.502790045915623
disoriented,7.502790045915623
disorienting,7.215107973463843
disown,7.215107973463843
disowned,7.502790045915623
dispair,7.908255154023788
disparate,7.215107973463843
dispare,7.908255154023788
dispassionate,7.502790045915623
dispatch,6.991964422149633
dispatched,6.203507061785363
dispatches,6.991964422149633
dispatching,7.502790045915623
dispel,7.908255154023788
dispelled,7.908255154023788
dispels,7.908255154023788
dispense,7.502790045915623
dispensed,6.991964422149633
dispenses,6.65549218552842
dispensing,7.908255154023788
disperse,7.908255154023788
disperses,7.908255154023788
dispirited,7.908255154023788
dispite,7.908255154023788
displaced,7.908255154023788
displacement,7.908255154023788
display,4.669576701859407
displayed,5.423348504235788
displaying,5.9623450049684745
displays,4.963816174857348
displeased,7.908255154023788
displeasing,7.908255154023788
displeasure,6.991964422149633
dispondent,7.908255154023788
disposable,5.9623450049684745
disposal,6.203507061785363
dispose,6.991964422149633
disposed,7.908255154023788
disposes,7.908255154023788
disposing,7.908255154023788
disposition,6.991964422149633
disproportioned,7.908255154023788
disprove,7.502790045915623
disproves,7.908255154023788
disproving,7.908255154023788
dispute,6.809642865355678
disputes,6.991964422149633
disqualified,7.908255154023788
disquieting,7.215107973463843
disracting,7.908255154023788
disregard,6.521960792903897
disregards,7.502790045915623
disrepair,7.908255154023788
disreputable,7.908255154023788
disrespect,7.502790045915623
disrespectful,7.215107973463843
disrespecting,7.908255154023788
disrobe,7.502790045915623
disrupt,7.908255154023788
disrupting,7.502790045915623
disruption,7.908255154023788
disruptions,7.908255154023788
disrupts,7.502790045915623
dissapointed,7.215107973463843
dissapointing,6.991964422149633
dissapointly,7.908255154023788
dissapointment,7.215107973463843
dissappears,7.908255154023788
dissappointed,7.502790045915623
dissatisfaction,6.521960792903897
dissatisfied,7.215107973463843
dissatisfying,7.215107973463843
dissect,7.502790045915623
dissected,7.215107973463843
dissection,7.502790045915623
dissects,7.502790045915623
dissembles,7.502790045915623
dissenting,7.908255154023788
dissertations,7.908255154023788
disserve,7.908255154023788
disservice,7.908255154023788
dissimilar,6.65549218552842
dissing,7.908255154023788
dissipate,7.908255154023788
dissipated,7.908255154023788
dissipates,7.215107973463843
dissipating,7.908255154023788
dissolute,7.908255154023788
dissolve,6.991964422149633
dissolved,7.215107973463843
dissolves,6.1164956847957335
dissuade,6.991964422149633
dissuaded,7.908255154023788
dissuasive,7.908255154023788
distance,5.200204952921578
distanced,6.65549218552842
distances,6.65549218552842
distancing,6.809642865355678
distant,5.104894773117253
distaste,7.908255154023788
distasteful,6.809642865355678
distended,7.908255154023788
distillation,7.908255154023788
distilled,7.502790045915623
distilling,7.908255154023788
distinct,5.465908118654584
distinction,5.828813612343952
distinctions,7.502790045915623
distinctive,5.711030576687569
distinctively,7.215107973463843
distinctly,6.404177757247514
distinguish,6.65549218552842
distinguishable,7.502790045915623
distinguished,6.036452977122197
distinguishes,6.65549218552842
distinguishing,6.991964422149633
distinquished,7.908255154023788
distorted,6.2988172415896875
distortion,7.502790045915623
distorts,7.502790045915623
distract,5.711030576687569
distracted,5.556879896860311
distractedness,7.908255154023788
distracting,4.887830267879425
distractingly,7.215107973463843
distraction,5.382526509715532
distractions,6.2988172415896875
distracts,6.991964422149633
distraught,6.1164956847957335
distress,5.9623450049684745
distressed,6.991964422149633
distressing,7.908255154023788
distressingly,7.908255154023788
distributed,6.809642865355678
distributing,7.215107973463843
distribution,5.893352133481524
distributor,6.2988172415896875
distributors,6.809642865355678
district,6.2988172415896875
distrust,6.521960792903897
distrustful,7.215107973463843
distrusts,7.908255154023788
disturb,6.991964422149633
disturbance,7.908255154023788
disturbances,7.908255154023788
disturbed,5.465908118654584
disturbing,4.13549421592915
disturbingly,6.809642865355678
disturbs,6.809642865355678
disuse,7.908255154023788
ditch,6.65549218552842
ditched,6.809642865355678
ditches,7.215107973463843
ditching,7.215107973463843
dither,7.908255154023788
dithering,7.908255154023788
ditties,7.502790045915623
ditto,6.036452977122197
ditty,7.502790045915623
ditz,7.908255154023788
ditzism,7.908255154023788
ditzy,5.9623450049684745
diva,6.2988172415896875
dive,6.2988172415896875
diverge,7.908255154023788
divergence,7.908255154023788
divergent,7.215107973463843
divers,7.908255154023788
diverse,5.711030576687569
diversion,6.65549218552842
diversionary,7.908255154023788
diversions,7.215107973463843
diversity,7.215107973463843
divert,7.502790045915623
diverted,6.991964422149633
diverting,6.2988172415896875
diverts,7.502790045915623
dives,6.65549218552842
divest,7.908255154023788
divesting,7.908255154023788
divide,6.991964422149633
divided,5.768188990527517
divides,7.908255154023788
dividing,6.991964422149633
divine,6.404177757247514
divined,7.908255154023788
divinely,7.908255154023788
divines,7.908255154023788
diving,6.203507061785363
divining,7.502790045915623
divinity,7.502790045915623
divisible,7.908255154023788
division,6.2988172415896875
divisions,7.502790045915623
divisive,7.502790045915623
divison,7.908255154023788
divorce,5.23410650459726
divorced,5.9623450049684745
divorcee,7.908255154023788
divorces,6.809642865355678
divorcing,7.215107973463843
divulge,6.809642865355678
divulges,7.908255154023788
divulging,7.908255154023788
divvy,7.908255154023788
dixie,7.908255154023788
dixon,6.65549218552842
dizziness,7.908255154023788
dizzy,6.404177757247514
dizzying,5.893352133481524
dizzyingly,7.908255154023788
dj,6.404177757247514
djimon,6.203507061785363
dlose,7.908255154023788
dmitri,7.502790045915623
dmv,7.908255154023788
dmx,7.502790045915623
dna,5.9623450049684745
do-gooder,7.502790045915623
do-gooders,7.908255154023788
do-it-yourselfer,7.908255154023788
do-whatever-it-takes,7.908255154023788
doa,7.502790045915623
dobbs,7.908255154023788
dobie,7.908255154023788
dobson,7.908255154023788
doc,6.2988172415896875
docile,7.502790045915623
docked,7.215107973463843
docket,7.908255154023788
docks,7.502790045915623
docter,7.908255154023788
doctor,4.17058553574042
doctor/patient,7.908255154023788
doctorate,7.502790045915623
doctored,7.908255154023788
doctors,5.711030576687569
doctrine,6.991964422149633
doctrines,7.502790045915623
docu-drama,7.908255154023788
docu-style,7.908255154023788
docudrama,6.991964422149633
docudramas,7.908255154023788
document,6.1164956847957335
documentarian,7.908255154023788
documentarians,7.908255154023788
documentaries,6.2988172415896875
documentary,4.576050643848584
documentary-like,7.908255154023788
documentation,6.991964422149633
documented,7.215107973463843
documenting,7.215107973463843
documents,6.991964422149633
doddering,7.908255154023788
dodge,6.991964422149633
dodger,7.908255154023788
dodgers,7.908255154023788
dodges,7.502790045915623
dodging,6.991964422149633
dodgy,7.908255154023788
dodie,7.908255154023788
dodo,7.502790045915623
doe,7.215107973463843
doe-eyed,7.502790045915623
doens't,7.908255154023788
doer,7.502790045915623
does,1.3965098243790603
doesn,6.809642865355678
doesnt,7.215107973463843
doesn9t,7.908255154023788
doesn=92t,7.908255154023788
doesnt,7.908255154023788
doesnut,7.908255154023788
doff,7.908255154023788
doffs,7.908255154023788
dog,3.7415899302220614
dog-bone,7.908255154023788
dog-eared,7.908255154023788
dog-half,7.908255154023788
dog-like,7.908255154023788
dog-loving,7.908255154023788
dog-napping,7.908255154023788
dog-walking,7.908255154023788
dog_,7.908255154023788
dogg,7.502790045915623
dogged,6.65549218552842
dogging,7.908255154023788
doggy,7.502790045915623
doggy-style,7.908255154023788
dogma,5.893352133481524
dogmatic,7.502790045915623
dogmatism,7.908255154023788
dogme,7.908255154023788
dogs,4.817212700665472
dogs-could,7.908255154023788
dogs-style,7.908255154023788
dogsit,7.908255154023788
dogstar,7.908255154023788
dogtags,7.908255154023788
doherty,7.908255154023788
dohlen,7.908255154023788
doin,7.908255154023788
doing,2.9419201188241124
dokken,7.908255154023788
dolby,6.404177757247514
dolce,7.502790045915623
dole,6.991964422149633
dolefully,7.908255154023788
dolenz,7.908255154023788
doli,7.908255154023788
dolittle,7.215107973463843
doll,5.9623450049684745
doll-sized,7.908255154023788
dollah,7.908255154023788
dollar,4.817212700665472
dollars,4.257596912730049
dolled,7.502790045915623
dollhouse,7.502790045915623
dollies,7.908255154023788
dollop,7.215107973463843
dollops,7.908255154023788
dolls,6.036452977122197
dolly,6.809642865355678
dolores,6.809642865355678
dolph,6.991964422149633
dolphin,7.215107973463843
dolphins,7.502790045915623
doltish,7.908255154023788
dom,6.991964422149633
domain,6.521960792903897
dombasle,7.908255154023788
dome,7.215107973463843
domed,7.908255154023788
domestic,5.423348504235788
domestically,7.502790045915623
domicile,7.908255154023788
dominance,6.809642865355678
dominant,6.809642865355678
dominate,6.1164956847957335
dominated,6.65549218552842
dominates,6.65549218552842
dominating,6.65549218552842
domination,6.521960792903897
dominatrix,7.908255154023788
domineering,6.65549218552842
domingo,7.908255154023788
dominguez,7.908255154023788
dominic,6.809642865355678
dominican,7.908255154023788
dominio,7.908255154023788
dominions,7.908255154023788
dominique,6.809642865355678
domino,7.502790045915623
dominoes,7.908255154023788
don,4.507057772361633
dont,7.502790045915623
don't-hate-me-for-being-a-simpleton,7.908255154023788
don't-mess-with-my-life-and-i-won't-mess-with-yours,7.908255154023788
don'tcha,7.908255154023788
don+t,7.215107973463843
don92t,7.908255154023788
donadio,7.908255154023788
donager,7.908255154023788
donahue,7.908255154023788
donal,7.908255154023788
donald,5.23410650459726
donaldson,6.809642865355678
donat,7.215107973463843
donate,7.502790045915623
donated,7.908255154023788
donatelli,7.908255154023788
donation,7.908255154023788
donations,7.502790045915623
donato,7.908255154023788
done-that,7.502790045915623
donella,7.215107973463843
donkey,6.809642865355678
donna,6.1164956847957335
donnas,7.908255154023788
donne,7.908255154023788
donned,7.908255154023788
donnell,7.908255154023788
donner,6.991964422149633
donnie,5.9623450049684745
donning,6.991964422149633
donny,6.404177757247514
donohue,7.908255154023788
donor,7.502790045915623
donors,7.908255154023788
donovan,6.2988172415896875
dons,6.2988172415896875
dont,6.991964422149633
donut,7.908255154023788
donuts,7.502790045915623
doo,6.809642865355678
doo-doo,7.502790045915623
doo-wop,7.502790045915623
doobie,7.908255154023788
doodles,7.908255154023788
doodyish,7.908255154023788
doofus,7.502790045915623
doofy,7.502790045915623
doogie,6.404177757247514
doohan,7.908255154023788
doom,5.167415130098587
doom-and-gloom,7.502790045915623
doomed,5.23410650459726
dooming,7.908255154023788
doomsaying,7.908255154023788
doomsday,7.908255154023788
doonesbury,7.908255154023788
door,4.090542828066884
doorman,7.908255154023788
doormen,7.908255154023788
doors,4.963816174857348
doorstep,6.991964422149633
doorway,7.215107973463843
doorways,7.908255154023788
doozy,6.991964422149633
dope,6.521960792903897
dope-dealing,7.908255154023788
dope-smoking,7.908255154023788
doped-out-eye-view,7.908255154023788
doped-up,7.908255154023788
dopey,6.1164956847957335
doppelganger,7.502790045915623
doppelgangers,7.908255154023788
dopple,7.908255154023788
doppling,7.908255154023788
dopy,7.908255154023788
dora,6.2988172415896875
dorado,7.215107973463843
doreen,7.908255154023788
doren,7.502790045915623
dorff,6.991964422149633
dorian,7.502790045915623
dork,6.991964422149633
dork-chick,7.908255154023788
dorks,7.908255154023788
dorky,6.65549218552842
dorky-looking,7.908255154023788
dorm,6.991964422149633
dormant,6.404177757247514
dormies,7.908255154023788
dorn,6.65549218552842
dornacker,7.908255154023788
dorothy,6.521960792903897
dorrance,7.908255154023788
dorsey,7.908255154023788
dory,7.502790045915623
dosage,6.809642865355678
dose,5.200204952921578
doses,6.203507061785363
dosmo,7.908255154023788
doss,7.502790045915623
dostoevski,7.908255154023788
dostoevsky,7.502790045915623
dostoyevski,7.908255154023788
dot,6.809642865355678
dot-com,7.908255154023788
doted,7.502790045915623
doting,6.991964422149633
dotson,7.908255154023788
dotted,7.502790045915623
dottie,7.502790045915623
dotting,7.908255154023788
dotty,7.502790045915623
double,4.540959324037314
double-barreled,7.908255154023788
double-bill,7.908255154023788
double-camera,7.908255154023788
double-chin,7.908255154023788
double-cross,6.991964422149633
double-crossed,7.215107973463843
double-crosses,6.2988172415896875
double-crossing,6.404177757247514
double-d,7.908255154023788
double-dealing,7.908255154023788
double-deals,7.908255154023788
double-decker,7.908255154023788
double-duty,7.908255154023788
double-edged,7.908255154023788
double-entendres,7.502790045915623
double-exposure,7.908255154023788
double-indemnity,7.908255154023788
double-jeopardy,7.908255154023788
double-lines,7.908255154023788
double-natured,7.908255154023788
double-personality,7.908255154023788
double-pronged,7.908255154023788
double-sided,7.502790045915623
double-spaced,7.908255154023788
double-takes,7.908255154023788
double-teamed,7.908255154023788
double-whammy,7.908255154023788
double-zero,7.908255154023788
doubled,7.502790045915623
doubles,6.991964422149633
doubly,6.809642865355678
doubly-cast,7.908255154023788
doubt,3.5515463273341963
doubted,6.521960792903897
doubtfire,6.65549218552842
doubtful,6.521960792903897
doubting,7.215107973463843
doubtless,7.502790045915623
doubtlessly,7.215107973463843
doubts,5.768188990527517
douchebag,7.908255154023788
doug,5.893352133481524
dough,6.2988172415896875
dougherty,7.908255154023788
douglas,4.817212700665472
dougnac,7.908255154023788
dougray,6.991964422149633
dour,6.809642865355678
dourdan,7.908255154023788
dourif,6.65549218552842
douriff,7.215107973463843
douse,7.908255154023788
doused,7.215107973463843
dousing,7.215107973463843
dov,7.908255154023788
dove,6.404177757247514
doves,7.908255154023788
dovetail,7.908255154023788
dow,7.502790045915623
dowd,7.908255154023788
dowdy,7.908255154023788
dowling,7.502790045915623
down-and-dirty,7.908255154023788
down-and-out,6.991964422149633
down-at-heels,7.908255154023788
down-at-the-heels,7.908255154023788
down-but-not-out,7.908255154023788
down-on-her-luck,7.908255154023788
down-on-his-luck,7.502790045915623
down-played,7.908255154023788
down-right,7.502790045915623
down-to-earth,6.203507061785363
down-trodden,7.908255154023788
downbeat,6.809642865355678
downcast,7.908255154023788
downed,7.908255154023788
downer,6.809642865355678
downers,7.502790045915623
downes,7.908255154023788
downey,6.2988172415896875
downfall,6.2988172415896875
downfalls,7.502790045915623
downgrade,7.908255154023788
downhill,5.382526509715532
downing,7.908255154023788
download,7.502790045915623
downloaded,7.908255154023788
downloading,7.908255154023788
downplaying,7.908255154023788
downplays,7.502790045915623
downpour,7.502790045915623
downpours,7.908255154023788
downright,4.817212700665472
downs,6.1164956847957335
downshifts,7.502790045915623
downside,6.2988172415896875
downsides,7.908255154023788
downsized,7.908255154023788
downsizing,7.502790045915623
downstairs,7.502790045915623
downtime,7.908255154023788
downtown,6.65549218552842
downtrodden,6.521960792903897
downturn,7.908255154023788
downward,6.521960792903897
downy,7.908255154023788
doyle,6.65549218552842
doze,7.908255154023788
dozen,4.730201323675843
dozens,5.104894773117253
dozier,7.908255154023788
dozing,7.502790045915623
dr,3.6455752769824725
drab,6.203507061785363
drabby,7.502790045915623
draco,7.502790045915623
draconian,7.908255154023788
dracula,5.893352133481524
draft,6.2988172415896875
drafted,6.65549218552842
drafting,7.908255154023788
drafts,7.502790045915623
drag,4.887830267879425
drag-it,7.908255154023788
dragged,5.768188990527517
dragged-out,7.502790045915623
dragging,6.2988172415896875
dragging/salting,7.908255154023788
draggy,7.908255154023788
dragnet,6.991964422149633
dragon,5.200204952921578
dragon-like,7.908255154023788
dragon-protected,7.908255154023788
dragonflies,7.908255154023788
dragonheart,6.991964422149633
dragonlike,7.908255154023788
dragons,6.65549218552842
dragonslayer,7.908255154023788
drags,4.840202218890171
drain,6.991964422149633
drainage,7.502790045915623
drained,6.2988172415896875
draining,7.908255154023788
drains,7.908255154023788
drake,7.908255154023788
drama,3.1720567056292928
drama-its,7.908255154023788
drama-packed,7.908255154023788
drama/comedy,7.908255154023788
dramas,5.423348504235788
dramatic,3.5199979695992702
dramatically,5.556879896860311
dramatics,6.2988172415896875
dramatism,7.908255154023788
dramatization,7.502790045915623
dramatize,7.908255154023788
dramatized,6.809642865355678
dramatizes,7.908255154023788
dramaturgical,7.908255154023788
dramedy,7.502790045915623
drang,7.502790045915623
drank,7.908255154023788
drape-hanging,7.908255154023788
draped,7.502790045915623
drapes,7.908255154023788
draping,7.908255154023788
drastic,6.404177757247514
drastically,6.2988172415896875
draven,7.502790045915623
draw,4.427015064688096
drawback,6.521960792903897
drawbacks,7.502790045915623
drawbridge,7.908255154023788
drawbridges,7.908255154023788
drawer,6.991964422149633
drawers,7.502790045915623
drawing,5.135666431784007
drawing-room,7.908255154023788
drawings,6.991964422149633
drawl,6.991964422149633
drawls,7.908255154023788
drawn,4.367295829986475
drawn-out,6.65549218552842
draws,5.510359881225417
dre,7.908255154023788
dread,5.828813612343952
dread-factor,7.502790045915623
dreaded,5.605670061029742
dreadful,5.269197824408529
dreadfully,6.404177757247514
dreading,7.908255154023788
dreadlocks,7.908255154023788
dreads,7.908255154023788
dream,3.874014515871393
dream-,7.908255154023788
dream-boat,7.908255154023788
dream-like,7.215107973463843
dream-rosaleen,7.908255154023788
dreamcatcher,7.908255154023788
dreamed,6.203507061785363
dreamer,7.502790045915623
dreamers,7.908255154023788
dreaming,6.809642865355678
dreamquest,7.908255154023788
dreams,4.037054143115897
dreams/fantasies,7.908255154023788
dreamscape,7.908255154023788
dreamt,7.908255154023788
dreamwork,7.908255154023788
dreamworks,5.510359881225417
dreamworld,7.502790045915623
dreamy,6.404177757247514
dreamy-eyed,7.908255154023788
drearily,7.502790045915623
dreariness,7.502790045915623
dreary,5.423348504235788
dreck,6.2988172415896875
drector,7.908255154023788
dredd,7.215107973463843
dredge,7.908255154023788
dredges,7.908255154023788
dredging,7.908255154023788
drek,7.502790045915623
drenched,6.991964422149633
drescher,7.908255154023788
dress,4.937840688454087
dress-up,7.908255154023788
dressed,4.730201323675843
dresser,7.502790045915623
dresses,5.9623450049684745
dressing,5.556879896860311
dressmaker,7.502790045915623
drew,4.963816174857348
dreyer,7.908255154023788
dreyfus,7.215107973463843
dreyfuss,6.404177757247514
dribble,7.502790045915623
dried,7.908255154023788
dried-up,7.502790045915623
drier,7.908255154023788
dries,7.908255154023788
drift,6.2988172415896875
drifted,7.908255154023788
drifter,6.991964422149633
drifter-cum-postman,7.908255154023788
drifters,7.908255154023788
drifting,6.2988172415896875
drifts,6.404177757247514
drill,6.1164956847957335
drilled,7.502790045915623
driller,6.991964422149633
drillers,7.215107973463843
drilling,6.991964422149633
drills,7.215107973463843
drink,5.23410650459726
drinker,7.502790045915623
drinking,4.937840688454087
drinks,6.036452977122197
driods,7.908255154023788
drip,7.908255154023788
dripping,6.521960792903897
drippy,7.502790045915623
drips,6.65549218552842
driscoll,7.215107973463843
drive,4.206953179911295
drive-by,7.908255154023788
drive-in,7.215107973463843
drive-ins,7.908255154023788
drive-through,7.908255154023788
drive-thru,7.502790045915623
drivel,5.828813612343952
driven,4.669576701859407
driver,4.442519251224061
drivers,6.809642865355678
drivers/rapists,7.908255154023788
drives,4.772760938094638
driveway,7.908255154023788
drivin,7.908255154023788
driving,4.474267949538642
drix,7.502790045915623
drixenol,7.908255154023788
drizzling,7.908255154023788
droagon,7.908255154023788
droid,7.502790045915623
droids,6.809642865355678
droll,6.65549218552842
dromey,7.908255154023788
drone,7.215107973463843
drones,7.215107973463843
droney,7.908255154023788
droning,7.908255154023788
droogs,7.908255154023788
drool,6.991964422149633
drooling,6.809642865355678
droopy-eyed,7.908255154023788
drop,4.7095820364731065
drop-dead,7.908255154023788
drop-off,7.502790045915623
drop-offs,7.908255154023788
drop-out,7.502790045915623
dropout,6.991964422149633
dropouts,7.908255154023788
dropped,4.772760938094638
dropper,7.908255154023788
dropping,5.510359881225417
drops,5.343305796562252
dross,7.502790045915623
drought,7.908255154023788
drove,6.521960792903897
droves,7.215107973463843
drown,6.404177757247514
drowned,6.1164956847957335
drowning,5.893352133481524
drownings,7.908255154023788
drowns,6.65549218552842
drowsy-voiced,7.908255154023788
drubbing,7.908255154023788
drug,4.13549421592915
drug-abuser,7.908255154023788
drug-addict,7.502790045915623
drug-addicted,7.215107973463843
drug-addiction,7.908255154023788
drug-addled,7.502790045915623
drug-crazed,7.908255154023788
drug-dealer,7.908255154023788
drug-dealers,7.908255154023788
drug-dealing,7.908255154023788
drug-induced,7.502790045915623
drug-infested,7.908255154023788
drug-kingpins,7.908255154023788
drug-lord,7.908255154023788
drug-op,7.908255154023788
drug-ravaged,7.908255154023788
drug-related,7.908255154023788
drug-running,7.908255154023788
drug-stoked,7.908255154023788
drug/rave,7.908255154023788
drugged,6.809642865355678
drugged-out,7.215107973463843
drugged-up,7.908255154023788
druggie,7.215107973463843
drugging,7.908255154023788
drugs,4.523864890678015
drugstore,6.809642865355678
drum,6.2988172415896875
drumbeat,7.908255154023788
drumlin,7.215107973463843
drummer,6.809642865355678
drummond,7.908255154023788
drumroll,7.908255154023788
drums,7.908255154023788
drunk,4.730201323675843
drunkard,6.991964422149633
drunken,5.200204952921578
drunken-style,7.908255154023788
drunkenly,7.502790045915623
drunkenness,7.908255154023788
drunker,7.908255154023788
drunks,7.908255154023788
dry,4.817212700665472
dry-cleaned,7.908255154023788
dry-witted,7.908255154023788
dryburgh,7.908255154023788
dryer,7.502790045915623
drying,7.502790045915623
dryland,7.502790045915623
dt,7.908255154023788
du,6.809642865355678
dual,6.991964422149633
duality,7.215107973463843
duane,6.65549218552842
duarte,7.908255154023788
dub,7.908255154023788
dubarry,7.908255154023788
dubbed,5.465908118654584
dubbing,6.036452977122197
dubey,7.908255154023788
dubious,5.382526509715532
dublin,7.908255154023788
dubois,7.502790045915623
dubs,7.215107973463843
dubuque,7.908255154023788
dubya,7.908255154023788
duc,7.908255154023788
ducastel,7.908255154023788
duchesse,7.908255154023788
duchovny,6.036452977122197
duck,5.711030576687569
duckling,7.502790045915623
ducks,6.65549218552842
